sbtpt
2913
2913
2858
2858
2858
2858
3065
3065
3065
3065
3065
3065
3065
3065
3065
3065
3063
3063
3063
3063
3063
3063
3063
3063
3063
3063
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2896
3062
3062
3062
3062
3062
3062
3062
3062
3062
3062
2925
2925
2925
2925
2925
2925
2925
2925
2925
2925
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2709
1155
1155
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
3080
3080
3080
3080
3064
3064
3064
3064
3064
3064
3064
3064
3064
3064
3018
3018
3018
3018
2937
2937
2937
2937
2937
2937
2937
2937
2937
2937
1925
962
962
962
3080
3080
2868
2868
2868
2868
2868
2868
2868
2868
2868
2868
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
3065
3065
3065
3065
3065
3065
3065
3065
3065
3065
3065
3064
3064
3064
3064
3064
3064
3064
1526
962
962
962
3065
3065
3065
3065
3065
3065
3065
3065
3065
3065
2874
2874
2874
2874
2874
2874
2874
2874
2874
2874
3045
3045
3045
3045
3045
3045
3045
3045
3045
3045
3045
3031
3031
3031
3031
3031
3031
3031
3031
3031
3031
3028
3028
3028
3028
3028
3028
1540
1155
1155
1155
1155
1540
3013
3013
3013
3013
3013
3013
3013
3013
3013
3013
2823
2823
2823
2823
2823
2823
2823
2823
2823
2823
3048
3048
3048
3048
3048
3048
3048
3048
3048
3048
3048
3080
3080
3080
3080
3080
3080
3080
3080
3080
3080
3045
3045
3045
3045
3045
3045
3045
3045
1155
1155
1155
962
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
3080
3080
3080
3080
3080
3080
3080
3080
3080
3080
3080
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2249
962
962
962
962
962
962
2675
2675
2675
2675
2675
2675
2675
2675
2675
2675
2675
2976
2976
2976
2976
2976
2976
2976
2976
2976
2976
2976
3080
3080
3080
3080
3080
3080
3080
3080
3080
3080
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
1155
1763
1763
1763
1925
1925
1925
3028
3028
3028
3028
3028
3028
3028
3028
3028
3028
3080
3080
3080
3080
3080
3080
3080
3080
3080
3080
3080
3019
3019
3019
3019
3019
3019
3019
3019
3019
3019
3049
3049
3049
3049
3049
3049
3049
3049
3049
3049
3033
3033
3033
3033
3033
3033
3033
3033
3033
3033
3033
3064
3064
3064
3064
3064
3064
3064
3064
3064
3064
2898
2898
2898
2898
2898
2898
2898
2898
2898
