sltpt
3045
3045
3045
3045
3031
3031
3031
3031
3031
3031
3031
3031
3031
3031
3031
2981
2981
2981
2981
2981
2981
2981
2981
2981
2981
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2995
2927
2927
2927
2927
2927
2927
2927
2927
2927
2927
3048
3048
3048
3048
3048
3048
3048
3048
3048
3048
2850
2850
2850
2850
2850
2850
2850
2850
2850
2850
2850
2976
2976
2976
2976
2976
2976
2976
2976
2976
2976
2980
2980
2980
2980
2980
2980
2980
2980
2980
2980
2979
2979
2979
2979
2979
2979
2979
2979
2979
2979
2979
2956
2956
2956
2956
2956
2956
2956
2956
2956
2956
2916
2916
2916
2916
2916
2916
2916
2916
2916
2916
2970
2970
2970
2970
2970
2970
2970
2970
2970
2970
2970
2991
2991
2991
2991
2991
2991
2991
2991
2991
2991
2310
2310
2310
2310
2950
2950
2950
2950
2950
2950
2950
2950
2950
2950
2950
3014
3014
3014
3014
3014
3014
3014
3014
3014
3014
2856
2856
2856
2856
2856
2856
2856
2856
2856
2856
2856
2984
2984
2984
2984
2963
2963
2963
2963
2937
2937
2937
2937
2937
2937
2937
2937
2937
2937
2947
2947
2947
2947
2947
2947
2947
2947
2947
2947
2997
2997
2997
2997
2997
2997
2997
2997
2997
2997
2997
2953
2953
2953
2953
2953
2953
2953
2953
2953
2953
2831
2831
2831
2831
2936
2936
2936
2936
2936
2936
2936
2936
2936
2936
2936
3063
3063
3063
3063
2906
2906
2906
2906
2906
2906
2906
2906
2906
2906
2906
2946
2946
2946
2946
2946
2946
2946
2946
2946
2946
2946
2930
2930
2930
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
3012
3012
3012
3012
3012
3012
3012
3012
3012
3012
3012
3011
3011
3011
3011
3011
3011
3011
3011
3011
3011
3001
3001
3001
3001
3001
3001
3001
3001
3001
3001
2761
2761
2761
2761
2761
2761
2761
2761
2761
2761
2761
3049
3049
3049
3049
3049
3049
3049
3049
3049
3049
2998
2998
2998
2998
2998
2998
2998
2998
2998
2998
3025
3025
3025
3025
2741
2741
2741
2741
2741
2741
2741
2741
2741
2741
2985
2985
2985
2985
2985
2985
2985
2985
2985
2985
2985
2754
2754
2754
2754
2754
2754
2754
2754
2754
2754
2710
2710
2710
2710
2710
2710
2710
2710
2710
2710
2710
2772
2772
2772
2772
2772
2772
2772
2772
2772
2772
3063
3063
3063
3063
3063
3063
3063
3063
3063
3063
2996
2996
2996
2996
2980
2980
2980
2980
2980
2980
2980
