mobbtput
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
3827
3827
3827
3827
3827
3827
3827
3827
3828
3828
3850
3850
3850
3850
3850
3850
3850
3850
3850
3850
3850
3850
3850
2310
2999
1155
1155
2310
385
770
2310
2310
2310
2310
2310
2310
2310
2310
2310
3805
3805
3805
3805
3805
3805
3805
3805
3805
3805
3805
3805
3805
3827
3827
3827
3827
3683
3683
3683
3683
3683
3683
3683
3683
3683
3683
3683
3683
2310
2310
2310
2310
3827
3827
3827
2310
2786
2983
2983
2983
2983
2983
2983
2983
3064
3064
3064
3064
3064
2943
2943
2943
2943
2943
3047
3047
2310
2310
2310
2310
962
962
962
962
2310
2310
2310
2310
2310
2310
2310
2252
3661
3661
3661
3661
3661
3661
3661
3661
3661
3661
0
1859
1155
2310
2310
2310
2310
2310
1540
3738
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
3610
3610
3610
3610
3610
3610
2975
2289
2941
2941
2941
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
1925
1144
2310
2310
2310
3786
3786
3786
3786
3786
3786
3786
3786
3786
3806
3806
3806
3806
3850
3850
3850
3850
3850
3850
3850
3850
3850
3850
3850
3850
3850
3850
3850
3850
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
3723
3723
3723
3723
3723
3723
3723
3723
3723
2310
1155
3807
3807
3807
3807
2310
3741
3741
3741
3741
3741
3741
3741
3741
3741
3741
3741
3741
3741
3762
3762
3762
3762
3762
3762
3762
3762
3762
3762
3762
3762
3762
3762
3762
2310
2310
2310
2310
2310
2310
2310
3760
2310
2310
2310
2310
2310
1476
1155
1128
1155
1155
2310
2310
2310
2310
2310
2310
2310
2310
3785
3785
3785
3785
3785
3785
3785
3785
3785
3785
3785
3785
3785
3786
3786
3786
3786
3786
3047
3047
3047
3047
3047
3047
3047
2913
2913
2913
2913
2913
2913
2913
2913
2913
2913
2913
2913
2310
2310
2310
2310
2310
2858
2858
962
962
962
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
2310
3828
3828
3828
3828
3828
3828
3828
3785
3785
3785
3785
3785
2977
3720
3720
3720
3760
3760
3805
3805
3805
3805
3805
3805
3805
3805
3827
3827
3064
2310
2310
1155
1526
1155
2902
2902
2310
1155
2310
2310
2310
2310
2310
2965
2310
2310
2310
2310
2310
0
2310
2310
2310
2310
2310
2969
2969
2969
2969
2969
2969
2969
2969
2969
2969
2969
2969
2969
3827
